Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
medium, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,low,very-low,medium, United-States, <=50K.
low, Private,very-low, Assoc-acdm,high, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,very-low,very-low,low, United-States, <=50K.
low, Local-gov,medium, HS-grad,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Never-married, Other-service, Unmarried, White, Female,very-low,very-low,low, Puerto-Rico, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Masters,very-high, Divorced, Exec-managerial, Not-in-family, White, Male,very-low,low,medium, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Other-service, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,low, Prof-school,very-high, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,very-low,very-low,low, India, <=50K.
low, Local-gov,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-inc,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,low,very-low,medium, United-States, >50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,medium,low, United-States, >50K.
very-high, Private,low, 1st-4th,very-low, Widowed, Prof-specialty, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, Bachelors,very-high, Married-spouse-absent, Sales, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
high, Private,very-high, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Craft-repair, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Federal-gov,high, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,low,very-low,low, United-States, >50K.
very-low, State-gov,low, Some-college,medium, Never-married, Protective-serv, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
high, Local-gov,medium, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,low,very-low,high, United-States, >50K.
medium, Local-gov,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, Greece, <=50K.
high, Private,low, HS-grad,medium, Widowed, Other-service, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,high, Some-college,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,medium, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, 10th,low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, Masters,very-high, Divorced, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, >50K.
medium, Federal-gov,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-high, Private,very-low, Assoc-acdm,high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,very-low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,medium, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,medium, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Self-emp-not-inc,very-low, Assoc-voc,high, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,very-low, Some-college,medium, Never-married, Other-service, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-high, Some-college,medium, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,very-low,very-low,low, Peru, <=50K.
very-low, Private,medium, 10th,low, Never-married, Transport-moving, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, 7th-8th,very-low, Widowed, Prof-specialty, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-high, Self-emp-not-inc,low, HS-grad,medium, Widowed, Exec-managerial, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Tech-support, Own-child, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Craft-repair, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,medium,very-low,low, United-States, >50K.
very-low, Private,low, Some-college,medium, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, HS-grad,medium, Widowed, Other-service, Not-in-family, Black, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Sales, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Self-emp-not-inc,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, >50K.
medium, Private,very-low, Bachelors,very-high, Married-civ-spouse, Tech-support, Husband, Black, Male,very-low,very-low,low, United-States, >50K.
medium, Private,medium, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-high,very-low,medium, United-States, >50K.
medium, Local-gov,very-low, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,very-high,very-low,low, Philippines, >50K.
very-low, Private,very-low, 10th,low, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Private,low, 12th,medium, Divorced, Farming-fishing, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, HS-grad,medium, Widowed, Protective-serv, Not-in-family, White, Female,low,very-low,very-low, United-States, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Craft-repair, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,medium,high, United-States, <=50K.
low, Private,medium, 7th-8th,very-low, Separated, Other-service, Other-relative, White, Male,very-low,very-low,low, El-Salvador, <=50K.
low, Private,very-low, HS-grad,medium, Never-married, Craft-repair, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Prof-specialty, Wife, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-inc,low, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, State-gov,low, Assoc-acdm,high, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,low, Mexico, <=50K.
very-low, Self-emp-inc,medium, Some-college,medium, Never-married, Sales, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, Canada, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Self-emp-not-inc,high, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,medium,very-high, United-States, <=50K.
low, Private,low, Assoc-acdm,high, Divorced, Prof-specialty, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,low, Some-college,medium, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,very-low, 9th,low, Divorced, Craft-repair, Unmarried, White, Male,low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Tech-support, Not-in-family, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, Canada, <=50K.
high, Private,very-low, HS-grad,medium, Widowed, Other-service, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, Doctorate,very-high, Widowed, Exec-managerial, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
high, Self-emp-inc,low, Some-college,medium, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
medium, Private,very-low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, 11th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, State-gov,medium, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,low, HS-grad,medium, Never-married, Sales, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Self-emp-inc,very-low, HS-grad,medium, Divorced, Sales, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, State-gov,very-low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, State-gov,very-low, Bachelors,very-high, Divorced, Tech-support, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Local-gov,low, 11th,low, Married-civ-spouse, Other-service, Husband, White, Male,very-low,high,low, United-States, <=50K.
medium, Private,low, 7th-8th,very-low, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Self-emp-inc,very-low, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
very-low, Private,low, Doctorate,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Never-married, Exec-managerial, Not-in-family, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Assoc-acdm,high, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Private,medium, 10th,low, Never-married, Other-service, Own-child, White, Female,low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, 10th,low, Never-married, Craft-repair, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, 9th,low, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, 7th-8th,very-low, Married-civ-spouse, Craft-repair, Wife, Other, Female,very-low,very-low,medium, United-States, <=50K.
medium, Federal-gov,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,low,very-low,low, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-inc,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,medium, United-States, >50K.
low, Private,medium, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,medium, Prof-school,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Self-emp-inc,high, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,medium,medium, United-States, >50K.
very-low, Private,very-low, Some-college,medium, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,low, Masters,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Local-gov,low, Some-college,medium, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Assoc-voc,high, Never-married, Other-service, Not-in-family, Black, Female,very-low,very-low,medium, United-States, <=50K.
medium, Self-emp-not-inc,medium, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,high, Assoc-acdm,high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Private,very-low, Bachelors,very-high, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, >50K.
medium, Private,low, 10th,low, Divorced, Exec-managerial, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Craft-repair, Not-in-family, Black, Female,very-low,very-low,medium, United-States, <=50K.
very-high, Private,very-low, HS-grad,medium, Never-married, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, Black, Male,very-low,very-low,low, Haiti, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-high, Local-gov,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,low,very-low,medium, United-States, >50K.
very-low, Private,low, HS-grad,medium, Never-married, Handlers-cleaners, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Private,very-low, 9th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,high, 1st-4th,very-low, Divorced, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, Mexico, <=50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Other-service, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, State-gov,low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, State-gov,low, Bachelors,very-high, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,very-low,very-low,low, United-States, <=50K.
medium, Federal-gov,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-high, Private,low, Some-college,medium, Widowed, Prof-specialty, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,high, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-high, Private,very-low, Masters,very-high, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
high, Self-emp-inc,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,high, HS-grad,medium, Married-spouse-absent, Adm-clerical, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, Assoc-voc,high, Married-civ-spouse, Adm-clerical, Husband, White, Male,low,very-low,low, United-States, >50K.
low, Private,high, HS-grad,medium, Separated, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Separated, Craft-repair, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Private,low, HS-grad,medium, Married-spouse-absent, Craft-repair, Other-relative, White, Male,very-low,very-low,low, Poland, <=50K.
medium, Local-gov,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,high, United-States, >50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Private,very-low, Some-college,medium, Widowed, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Self-emp-inc,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Other-service, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, Bachelors,very-high, Divorced, Prof-specialty, Unmarried, White, Female,very-low,very-low,low, United-States, >50K.
medium, State-gov,very-low, Doctorate,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, Some-college,medium, Never-married, Exec-managerial, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Local-gov,low, Some-college,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-high, Assoc-acdm,high, Married-civ-spouse, Transport-moving, Own-child, White, Male,very-low,very-low,low, El-Salvador, <=50K.
very-high, Private,high, Bachelors,very-high, Married-civ-spouse, Adm-clerical, Husband, White, Male,low,very-low,very-low, United-States, >50K.
low, Private,very-low, Some-college,medium, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Self-emp-inc,very-low, 11th,low, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-high, Private,low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, State-gov,low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,medium, 7th-8th,very-low, Divorced, Sales, Unmarried, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, Bachelors,very-high, Never-married, Sales, Other-relative, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,medium, HS-grad,medium, Divorced, Exec-managerial, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, HS-grad,medium, Divorced, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Divorced, Machine-op-inspct, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,very-low, HS-grad,medium, Widowed, Other-service, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,low, Assoc-acdm,high, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Local-gov,medium, Bachelors,very-high, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Some-college,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, 5th-6th,very-low, Married-civ-spouse, Other-service, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,very-low,very-low,low, India, <=50K.
medium, Private,medium, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,low, 9th,low, Married-civ-spouse, Transport-moving, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Self-emp-inc,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, 7th-8th,very-low, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Divorced, Protective-serv, Not-in-family, White, Male,very-low,very-low,low, Cuba, <=50K.
very-low, Private,medium, Assoc-voc,high, Never-married, Craft-repair, Not-in-family, Other, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
very-low, Private,very-low, 11th,low, Never-married, Sales, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
medium, Private,medium, Bachelors,very-high, Divorced, Exec-managerial, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Local-gov,low, Masters,very-high, Widowed, Prof-specialty, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Adm-clerical, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
medium, Local-gov,very-low, Some-college,medium, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,high, Bachelors,very-high, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Machine-op-inspct, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Other-service, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Craft-repair, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Some-college,medium, Divorced, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 10th,low, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Self-emp-not-inc,high, Bachelors,very-high, Never-married, Sales, Not-in-family, White, Male,very-low,very-low,high, United-States, >50K.
high, Private,very-low, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,very-low, 9th,low, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,very-low,very-low,low, Portugal, <=50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Tech-support, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Bachelors,very-high, Divorced, Handlers-cleaners, Not-in-family, White, Male,low,very-low,low, United-States, <=50K.
very-low, Local-gov,low, 11th,low, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, Guatemala, <=50K.
low, Self-emp-not-inc,low, Doctorate,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-high, Self-emp-not-inc,high, 5th-6th,very-low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, State-gov,low, HS-grad,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, Assoc-acdm,high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
